,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1980-12-12,0.10003948211669922,0.10047441224870271,0.10003948211669922,0.10003948211669922,469033600,0.0,0.0
1,1980-12-15,0.09525531043015593,0.09525531043015593,0.09482038021087646,0.09482038021087646,175884800,0.0,0.0
2,1980-12-16,0.08829566501311618,0.08829566501311618,0.08786074072122574,0.08786074072122574,105728000,0.0,0.0
3,1980-12-17,0.09003535658121109,0.09047028659722212,0.09003535658121109,0.09003535658121109,86441600,0.0,0.0
4,1980-12-18,0.09264574199914932,0.09308066638985193,0.09264574199914932,0.09264574199914932,73449600,0.0,0.0
5,1980-12-19,0.0982997864484787,0.09873471663908613,0.0982997864484787,0.0982997864484787,48630400,0.0,0.0
6,1980-12-22,0.10308396071195602,0.10351966893139591,0.10308396071195602,0.10308396071195602,37363200,0.0,0.0
7,1980-12-23,0.10743402689695358,0.10786895703227435,0.10743402689695358,0.10743402689695358,46950400,0.0,0.0
8,1980-12-24,0.11308810859918594,0.11352303882983497,0.11308810859918594,0.11308810859918594,48003200,0.0,0.0
9,1980-12-26,0.12352713197469711,0.12396206216785563,0.12352713197469711,0.12352713197469711,55574400,0.0,0.0
10,1980-12-29,0.12526673078536987,0.12570166059539892,0.12526673078536987,0.12526673078536987,93161600,0.0,0.0
11,1980-12-30,0.12265723770379515,0.12265723770379515,0.12222231924533844,0.12222231924533844,68880000,0.0,0.0
12,1980-12-31,0.11917786555507544,0.11917786555507544,0.118742935359478,0.118742935359478,35750400,0.0,0.0
13,1981-01-02,0.1200476735830307,0.12091753367896241,0.1200476735830307,0.1200476735830307,21660800,0.0,0.0
14,1981-01-05,0.11787304108614739,0.11787304108614739,0.11743812263011932,0.11743812263011932,35728000,0.0,0.0
15,1981-01-06,0.11265316860629294,0.11265316860629294,0.11221823841333389,0.11221823841333389,45158400,0.0,0.0
16,1981-01-07,0.10786895703227435,0.10786895703227435,0.10743402689695358,0.10743402689695358,55686400,0.0,0.0
17,1981-01-08,0.1056943221242495,0.1056943221242495,0.10525940358638763,0.10525940358638763,39827200,0.0,0.0
18,1981-01-09,0.11091349273920058,0.11134842306270203,0.11091349273920058,0.11091349273920059,21504000,0.0,0.0
19,1981-01-12,0.11091342636173945,0.11091342636173945,0.11004357784986496,0.11004357784986496,23699200,0.0,0.0
20,1981-01-13,0.10656419653163161,0.10656419653163161,0.10612926632165909,0.10612926632165909,23049600,0.0,0.0
21,1981-01-14,0.10656419396400453,0.10699912416349758,0.10656419396400453,0.10656419396400452,14291200,0.0,0.0
22,1981-01-15,0.10873883962631226,0.10960868846097606,0.10873883962631226,0.10873883962631226,14067200,0.0,0.0
23,1981-01-16,0.10830389214518954,0.10830389214518954,0.10786896198987961,0.10786896198987961,13395200,0.0,0.0
24,1981-01-19,0.11439283192157745,0.11482776194024183,0.11439283192157745,0.11439283192157745,41574400,0.0,0.0
25,1981-01-20,0.11134842306270203,0.11134842306270203,0.11091349273920058,0.11091349273920059,30083200,0.0,0.0
26,1981-01-21,0.11308810859918594,0.11395795744592926,0.11308810859918594,0.11308810859918594,15904000,0.0,0.0
27,1981-01-22,0.11439283192157745,0.11526269195890622,0.11439283192157745,0.11439283192157745,35548800,0.0,0.0
28,1981-01-23,0.1143928193489331,0.11482774931979535,0.11395788937807083,0.11395788937807083,11222400,0.0,0.0
29,1981-01-26,0.11265316860629294,0.11265316860629294,0.11221823841333389,0.11221823841333389,24640000,0.0,0.0
30,1981-01-27,0.1122182318491256,0.1122182318491256,0.11134838312864304,0.11134838312864304,23699200,0.0,0.0
31,1981-01-28,0.10830389214518954,0.10830389214518954,0.10786896198987961,0.10786896198987961,28156800,0.0,0.0
32,1981-01-29,0.10438953587976572,0.10438953587976572,0.10395460575819017,0.10395460575819016,43904000,0.0,0.0
33,1981-01-30,0.09916964682969356,0.09916964682969356,0.0982997864484787,0.0982997864484787,46188800,0.0,0.0
34,1981-02-02,0.09308066638985193,0.09308066638985193,0.09264574199914932,0.09264574199914932,23766400,0.0,0.0
35,1981-02-03,0.09612516313791275,0.09656008754121191,0.09612516313791275,0.09612516313791275,19152000,0.0,0.0
36,1981-02-04,0.09960458427667618,0.10003950288441457,0.09960458427667618,0.09960458427667618,27865600,0.0,0.0
37,1981-02-05,0.09960458427667618,0.10047443310670746,0.09960458427667618,0.09960458427667618,7929600,0.0,0.0
38,1981-02-06,0.10003948211669922,0.10047441224870271,0.10003948211669922,0.10003948211669922,13865600,0.0,0.0
39,1981-02-09,0.09569023484215819,0.09569023484215819,0.09482038021087646,0.09482038021087646,16755200,0.0,0.0
40,1981-02-10,0.09482038021087646,0.09525531043015593,0.09482038021087646,0.09482038021087646,18345600,0.0,0.0
41,1981-02-11,0.0922108111018627,0.0922108111018627,0.09177588671445847,0.09177588671445847,13843200,0.0,0.0
42,1981-02-12,0.09134092754806676,0.09134092754806676,0.09090521931648254,0.09090521931648254,14560000,0.0,0.0
43,1981-02-13,0.08960047297659676,0.08960047297659676,0.08873061835765839,0.08873061835765839,11155200,0.0,0.0
44,1981-02-17,0.09090521931648254,0.09134092754806676,0.09090521931648254,0.09090521931648254,12275200,0.0,0.0
45,1981-02-18,0.09482038021087646,0.09569023484215819,0.09482038021087646,0.09482038021087646,19241600,0.0,0.0
46,1981-02-19,0.089600438794284,0.089600438794284,0.08916550874710083,0.08916550874710083,22310400,0.0,0.0
47,1981-02-20,0.08481628710812113,0.08481628710812113,0.0843813568353653,0.0843813568353653,24371200,0.0,0.0
48,1981-02-23,0.08568611741065979,0.08612104758886052,0.08568611741065979,0.08568611741065979,14112000,0.0,0.0
49,1981-02-24,0.08351149346371113,0.08351149346371113,0.08264163881540298,0.08264163881540298,16979200,0.0,0.0
50,1981-02-25,0.08786074072122574,0.08829566501311618,0.08786074072122574,0.08786074072122574,19488000,0.0,0.0
51,1981-02-26,0.08916550874710083,0.089600438794284,0.08916550874710083,0.08916550874710083,10841600,0.0,0.0
52,1981-02-27,0.09221082180738449,0.09308067649045851,0.09221082180738449,0.09221082180738449,14761600,0.0,0.0
53,1981-03-02,0.09264574199914932,0.09308066638985193,0.09264574199914932,0.09264574199914932,11760000,0.0,0.0
54,1981-03-03,0.09177587430683264,0.09177587430683264,0.09134094417095184,0.09134094417095184,16172800,0.0,0.0
55,1981-03-04,0.09090526831206835,0.09090526831206835,0.0904703438282013,0.0904703438282013,13708800,0.0,0.0
56,1981-03-05,0.09047028659722212,0.09047028659722212,0.09003535658121109,0.09003535658121109,5376000,0.0,0.0
57,1981-03-06,0.09003536303419227,0.09003536303419227,0.08916550874710083,0.08916550874710083,11603200,0.0,0.0
58,1981-03-09,0.08264159812653359,0.08264159812653359,0.08220667392015457,0.08220667392015457,15321600,0.0,0.0
59,1981-03-10,0.0787265194447901,0.0787265194447901,0.07829159498214722,0.07829159498214722,28380800,0.0,0.0
60,1981-03-11,0.0761169486928107,0.0761169486928107,0.07524709403514862,0.07524709403514862,29859200,0.0,0.0
61,1981-03-12,0.07829159498214722,0.0787265194447901,0.07829159498214722,0.07829159498214722,59248000,0.0,0.0
62,1981-03-13,0.07785664917212763,0.07785664917212763,0.07742172479629517,0.07742172479629517,231302400,0.0,0.0
63,1981-03-16,0.08046698570251465,0.08133684014115315,0.08046698570251465,0.08046698570251465,37228800,0.0,0.0
64,1981-03-17,0.0843813568353653,0.08525121157359904,0.0843813568353653,0.0843813568353653,43747200,0.0,0.0
65,1981-03-18,0.08960043638944626,0.09047029065319118,0.08960043638944626,0.08960043638944626,36937600,0.0,0.0
66,1981-03-19,0.08916554276348901,0.08916554276348901,0.08873061835765839,0.08873061835765839,37811200,0.0,0.0
67,1981-03-20,0.08960043638944626,0.09047029065319118,0.08960043638944626,0.08960043638944626,14604800,0.0,0.0
68,1981-03-23,0.09308067709207535,0.09395053178077158,0.09308067709207535,0.09308067709207535,22019200,0.0,0.0
69,1981-03-24,0.09308066638985193,0.09308066638985193,0.09264574199914932,0.09264574199914932,28156800,0.0,0.0
70,1981-03-25,0.09177585760479583,0.09177585760479583,0.09090521931648254,0.09090521931648254,7056000,0.0,0.0
71,1981-03-26,0.089600438794284,0.089600438794284,0.08916550874710083,0.08916550874710083,12275200,0.0,0.0
72,1981-03-27,0.08655596192291566,0.08655596192291566,0.08612103760242462,0.08612103760242462,12252800,0.0,0.0
73,1981-03-30,0.08612103760242462,0.0869908920506827,0.08612103760242462,0.08612103760242462,9900800,0.0,0.0
74,1981-03-31,0.08612104428405942,0.08612104428405942,0.08525118976831436,0.08525118976831436,15993600,0.0,0.0
75,1981-04-01,0.08481628710812113,0.08481628710812113,0.0843813568353653,0.0843813568353653,34070400,0.0,0.0
76,1981-04-02,0.09177588671445847,0.0922108111018627,0.09177588671445847,0.09177588671445847,31404800,0.0,0.0
77,1981-04-03,0.09221082180738449,0.09264575205256027,0.09221082180738449,0.09221082180738449,16486400,0.0,0.0
78,1981-04-06,0.09090526831206835,0.09090526831206835,0.0904703438282013,0.0904703438282013,22803200,0.0,0.0
79,1981-04-07,0.09003536061768135,0.09003536061768135,0.08960043638944626,0.08960043638944626,10684800,0.0,0.0
80,1981-04-08,0.09395048767328264,0.09482034195360324,0.09395048767328264,0.09395048767328262,21952000,0.0,0.0
81,1981-04-09,0.09569023549556731,0.09612516571781665,0.09569023549556731,0.09569023549556732,12499200,0.0,0.0
